Initialising...
Starting CloudSim version 3.0
Datacenter_0 is starting...
Starting WorkflowSim 1.1.0
planner_0 is starting...
planner_0_Merger_ is starting...
planner_0_Merger__Engine_0 is starting...
planner_0_Merger__Engine_0_Scheduler_0 is starting...
Entities started.
0.0: planner_0_Merger__Engine_0_Scheduler_0: Cloud Resource List received with 1 resource(s)
0.0: planner_0_Merger__Engine_0_Scheduler_0: Trying to Create VM #0 in Datacenter_0
0.0: planner_0_Merger__Engine_0_Scheduler_0: Trying to Create VM #1 in Datacenter_0
0.0: planner_0_Merger__Engine_0_Scheduler_0: Trying to Create VM #2 in Datacenter_0
0.1: planner_0_Merger__Engine_0_Scheduler_0: VM #0 has been created in Datacenter #2, Host #0
0.1: planner_0_Merger__Engine_0_Scheduler_0: VM #1 has been created in Datacenter #2, Host #1
0.1: planner_0_Merger__Engine_0_Scheduler_0: VM #2 has been created in Datacenter #2, Host #2
72895.65299999993: planner_0_Merger__Engine_0_Scheduler_0: Destroying VM #0
72895.65299999993: planner_0_Merger__Engine_0_Scheduler_0: Destroying VM #1
72895.65299999993: planner_0_Merger__Engine_0_Scheduler_0: Destroying VM #2
planner_0_Merger__Engine_0_Scheduler_0 is shutting down...
Simulation: No more future events
CloudInformationService: Notify all CloudSim entities for shutting down.
Datacenter_0 is shutting down...
planner_0 is shutting down...
planner_0_Merger_ is shutting down...
planner_0_Merger__Engine_0 is shutting down...
planner_0_Merger__Engine_0_Scheduler_0 is shutting down...
Simulation completed.
Simulation completed.

========== OUTPUT ==========
Job ID    Task ID    STATUS    Data center ID    VM ID        Time    Start Time    Finish Time    Depth
    968        Stage-in    SUCCESS        2            0            0.11        0.1            0.21            0
    523        524,    SUCCESS        2            2            152.05        0.21            152.26            1
    790        791,    SUCCESS        2            2            152.51        0.21            152.72            1
    123        124,    SUCCESS        2            1            153.58        0.21            153.79            1
    401        402,    SUCCESS        2            0            154.1        0.21            154.31            1
    374        375,    SUCCESS        2            0            154.57        0.21            154.78            1
    310        311,    SUCCESS        2            2            155.55        0.21            155.76            1
    952        953,    SUCCESS        2            2            155.78        0.21            155.99            1
    827        828,    SUCCESS        2            0            155.99        0.21            156.2            1
    407        408,    SUCCESS        2            0            156.7        0.21            156.91            1
    518        519,    SUCCESS        2            0            158.35        0.21            158.56            1
    529        530,    SUCCESS        2            2            163.18        0.21            163.39            1
    167        168,    SUCCESS        2            0            164.93        0.21            165.14            1
    668        669,    SUCCESS        2            0            165.87        0.21            166.08            1
    340        341,    SUCCESS        2            2            167.54        0.21            167.75            1
    517        518,    SUCCESS        2            2            170.52        0.21            170.73            1
    218        219,    SUCCESS        2            0            170.53        0.21            170.74            1
    376        377,    SUCCESS        2            2            171.21        0.21            171.42            1
    312        313,    SUCCESS        2            1            171.99        0.21            172.2            1
    7        8,    SUCCESS        2            2            172.34        0.21            172.55            1
    217        218,    SUCCESS        2            2            175.28        0.21            175.49            1
    429        430,    SUCCESS        2            1            175.51        0.21            175.72            1
    923        924,    SUCCESS        2            0            176.56        0.21            176.77            1
    584        585,    SUCCESS        2            0            178.18        0.21            178.39            1
    39        40,    SUCCESS        2            1            178.32        0.21            178.53            1
    501        502,    SUCCESS        2            1            178.32        0.21            178.53            1
    441        442,    SUCCESS        2            1            180.17        0.21            180.38            1
    954        955,    SUCCESS        2            1            182.25        0.21            182.46            1
    645        646,    SUCCESS        2            1            182.71        0.21            182.92            1
    762        763,    SUCCESS        2            1            183.86        0.21            184.07            1
    888        889,    SUCCESS        2            1            184.31        0.21            184.52            1
    881        882,    SUCCESS        2            0            184.39        0.21            184.6            1
    554        555,    SUCCESS        2            0            186.91        0.21            187.12            1
    346        347,    SUCCESS        2            2            187.88        0.21            188.09            1
    526        527,    SUCCESS        2            2            188.99        0.21            189.2            1
    733        734,    SUCCESS        2            2            189.66        0.21            189.87            1
    706        707,    SUCCESS        2            2            191.21        0.21            191.42            1
    318        319,    SUCCESS        2            1            191.81        0.21            192.02            1
    491        492,    SUCCESS        2            0            193.06        0.21            193.27            1
    195        196,    SUCCESS        2            1            195.2        0.21            195.41            1
    366        367,    SUCCESS        2            1            196.1        0.21            196.31            1
    956        957,    SUCCESS        2            0            196.71        0.21            196.92            1
    700        701,    SUCCESS        2            2            197.4        0.21            197.61            1
    665        666,    SUCCESS        2            0            197.6        0.21            197.81            1
    221        222,    SUCCESS        2            0            198.05        0.21            198.26            1
    549        550,    SUCCESS        2            1            199.01        0.21            199.22            1
    801        802,    SUCCESS        2            1            199.24        0.21            199.45            1
    223        224,    SUCCESS        2            2            200.27        0.21            200.48            1
    641        642,    SUCCESS        2            0            201.2        0.21            201.41            1
    470        471,    SUCCESS        2            0            201.65        0.21            201.86            1
    830        831,    SUCCESS        2            0            202.07        0.21            202.28            1
    887        888,    SUCCESS        2            0            202.73        0.21            202.94            1
    908        909,    SUCCESS        2            0            202.73        0.21            202.94            1
    74        75,    SUCCESS        2            0            203.83        0.21            204.04            1
    623        624,    SUCCESS        2            0            204.07        0.21            204.28            1
    456        457,    SUCCESS        2            1            204.12        0.21            204.34            1
    229        230,    SUCCESS        2            2            204.65        0.21            204.86            1
    891        892,    SUCCESS        2            1            204.78        0.21            204.99            1
    91        92,    SUCCESS        2            2            205.31        0.21            205.52            1
    432        433,    SUCCESS        2            1            205.45        0.21            205.66            1
    789        790,    SUCCESS        2            1            206.97        0.21            207.18            1
    339        340,    SUCCESS        2            1            207.84        0.21            208.05            1
    579        580,    SUCCESS        2            1            208.28        0.21            208.49            1
    365        366,    SUCCESS        2            0            209.47        0.21            209.68            1
    31        32,    SUCCESS        2            2            210.95        0.21            211.16            1
    289        290,    SUCCESS        2            2            212.02        0.21            212.23            1
    442        443,    SUCCESS        2            2            212.02        0.21            212.23            1
    914        915,    SUCCESS        2            0            212.5        0.21            212.71            1
    460        461,    SUCCESS        2            2            212.88        0.21            213.09            1
    308        309,    SUCCESS        2            0            212.93        0.21            213.14            1
    15        16,    SUCCESS        2            1            213.89        0.21            214.1            1
    255        256,    SUCCESS        2            1            213.89        0.21            214.1            1
    183        184,    SUCCESS        2            1            214.32        0.21            214.53            1
    277        278,    SUCCESS        2            2            214.79        0.21            215            1
    135        136,    SUCCESS        2            1            215.84        0.21            216.05            1
    675        676,    SUCCESS        2            1            215.84        0.21            216.05            1
    94        95,    SUCCESS        2            2            215.87        0.21            216.08            1
    364        365,    SUCCESS        2            2            217.35        0.21            217.56            1
    317        318,    SUCCESS        2            0            218.06        0.21            218.27            1
    371        372,    SUCCESS        2            0            218.3        0.21            218.51            1
    500        501,    SUCCESS        2            0            218.94        0.21            219.15            1
    348        349,    SUCCESS        2            1            218.99        0.21            219.2            1
    711        712,    SUCCESS        2            1            220.87        0.21            221.08            1
    649        650,    SUCCESS        2            2            220.91        0.21            221.12            1
    859        860,    SUCCESS        2            2            221.54        0.21            221.75            1
    76        77,    SUCCESS        2            2            222.16        0.21            222.37            1
    104        105,    SUCCESS        2            0            222.3        0.21            222.51            1
    275        276,    SUCCESS        2            0            222.72        0.21            222.93            1
    856        857,    SUCCESS        2            2            222.79        0.21            223            1
    367        368,    SUCCESS        2            2            222.99        0.21            223.2            1
    100        101,    SUCCESS        2            2            223.4        0.21            223.61            1
    65        66,    SUCCESS        2            0            225.24        0.21            225.45            1
    436        437,    SUCCESS        2            2            225.24        0.21            225.45            1
    556        557,    SUCCESS        2            2            226.05        0.21            226.26            1
    613        614,    SUCCESS        2            2            226.25        0.21            226.46            1
    882        883,    SUCCESS        2            1            226.31        0.21            226.52            1
    280        281,    SUCCESS        2            2            226.86        0.21            227.07            1
    621        622,    SUCCESS        2            1            227.14        0.21            227.35            1
    155        156,    SUCCESS        2            0            227.3        0.21            227.51            1
    771        772,    SUCCESS        2            1            227.34        0.21            227.55            1
    284        285,    SUCCESS        2            0            227.71        0.21            227.92            1
    75        76,    SUCCESS        2            1            227.75        0.21            227.96            1
    487        488,    SUCCESS        2            2            228.1        0.21            228.31            1
    188        189,    SUCCESS        2            0            228.35        0.21            228.56            1
    211        212,    SUCCESS        2            2            229.45        0.21            229.66            1
    489        490,    SUCCESS        2            1            229.6        0.21            229.81            1
    852        853,    SUCCESS        2            1            229.8        0.21            230.01            1
    73        74,    SUCCESS        2            2            229.85        0.21            230.06            1
    560        561,    SUCCESS        2            0            230.38        0.21            230.59            1
    609        610,    SUCCESS        2            1            230.41        0.21            230.62            1
    372        373,    SUCCESS        2            1            230.61        0.21            230.82            1
    469        470,    SUCCESS        2            2            230.83        0.21            231.04            1
    615        616,    SUCCESS        2            1            231.03        0.21            231.24            1
    66        67,    SUCCESS        2            1            231.83        0.21            232.04            1
    714        715,    SUCCESS        2            1            231.83        0.21            232.04            1
    163        164,    SUCCESS        2            2            231.99        0.21            232.2            1
    403        404,    SUCCESS        2            2            231.99        0.21            232.2            1
    381        382,    SUCCESS        2            1            232.02        0.21            232.23            1
    924        925,    SUCCESS        2            1            232.42        0.21            232.63            1
    498        499,    SUCCESS        2            1            232.61        0.21            232.82            1
    214        215,    SUCCESS        2            2            233.56        0.21            233.77            1
    799        800,    SUCCESS        2            2            233.94        0.21            234.15            1
    849        850,    SUCCESS        2            1            233.97        0.21            234.18            1
    588        589,    SUCCESS        2            1            234.16        0.21            234.37            1
    336        337,    SUCCESS        2            1            234.55        0.21            234.76            1
    124        125,    SUCCESS        2            2            234.72        0.21            234.93            1
    97        98,    SUCCESS        2            2            234.91        0.21            235.12            1
    307        308,    SUCCESS        2            2            235.29        0.21            235.5            1
    106        107,    SUCCESS        2            2            235.85        0.21            236.06            1
    461        462,    SUCCESS        2            0            235.92        0.21            236.13            1
    370        371,    SUCCESS        2            2            236.04        0.21            236.25            1
    878        879,    SUCCESS        2            0            236.31        0.21            236.52            1
    942        943,    SUCCESS        2            1            236.47        0.21            236.68            1
    740        741,    SUCCESS        2            0            236.7        0.21            236.91            1
    667        668,    SUCCESS        2            2            237.15        0.21            237.36            1
    769        770,    SUCCESS        2            2            237.52        0.21            237.73            1
    490        491,    SUCCESS        2            2            238.08        0.21            238.29            1
    138        139,    SUCCESS        2            1            239.53        0.21            239.74            1
    369        370,    SUCCESS        2            1            239.53        0.21            239.74            1
    131        132,    SUCCESS        2            0            239.73        0.21            239.94            1
    797        798,    SUCCESS        2            0            240.13        0.21            240.34            1
