Initialising...
Starting CloudSim version 3.0
Datacenter_0 is starting...
Starting WorkflowSim 1.1.0
planner_0 is starting...
planner_0_Merger_ is starting...
planner_0_Merger__Engine_0 is starting...
planner_0_Merger__Engine_0_Scheduler_0 is starting...
Entities started.
0.0: planner_0_Merger__Engine_0_Scheduler_0: Cloud Resource List received with 1 resource(s)
0.0: planner_0_Merger__Engine_0_Scheduler_0: Trying to Create VM #0 in Datacenter_0
0.0: planner_0_Merger__Engine_0_Scheduler_0: Trying to Create VM #1 in Datacenter_0
0.0: planner_0_Merger__Engine_0_Scheduler_0: Trying to Create VM #2 in Datacenter_0
0.1: planner_0_Merger__Engine_0_Scheduler_0: VM #0 has been created in Datacenter #2, Host #0
0.1: planner_0_Merger__Engine_0_Scheduler_0: VM #1 has been created in Datacenter #2, Host #1
0.1: planner_0_Merger__Engine_0_Scheduler_0: VM #2 has been created in Datacenter #2, Host #2
198.84: planner_0_Merger__Engine_0_Scheduler_0: Destroying VM #0
198.84: planner_0_Merger__Engine_0_Scheduler_0: Destroying VM #1
198.84: planner_0_Merger__Engine_0_Scheduler_0: Destroying VM #2
planner_0_Merger__Engine_0_Scheduler_0 is shutting down...
Simulation: No more future events
CloudInformationService: Notify all CloudSim entities for shutting down.
Datacenter_0 is shutting down...
planner_0 is shutting down...
planner_0_Merger_ is shutting down...
planner_0_Merger__Engine_0 is shutting down...
planner_0_Merger__Engine_0_Scheduler_0 is shutting down...
Simulation completed.
Simulation completed.

========== OUTPUT ==========
Job ID    Task ID    STATUS    Data center ID    VM ID        Time    Start Time    Finish Time    Depth
    50        Stage-in    SUCCESS        2            0            0.11        0.1            0.21            0
    2        3,    SUCCESS        2            0            27.11        0.21            27.32            1
    5        6,    SUCCESS        2            0            27.2        0.21            27.41            1
    7        8,    SUCCESS        2            2            39.51        0.21            39.72            1
    4        5,    SUCCESS        2            2            40.29        0.21            40.5            1
    1        2,    SUCCESS        2            2            40.4        0.21            40.61            1
    0        1,    SUCCESS        2            1            44.02        0.21            44.23            1
    3        4,    SUCCESS        2            1            45.85        0.21            46.06            1
    6        7,    SUCCESS        2            1            48.45        0.21            48.66            1
    18        19,    SUCCESS        2            1            74.59        27.32            101.9            2
    34        35,    SUCCESS        2            2            84.08        39.72            123.8            2
    16        17,    SUCCESS        2            2            85.3        40.61            125.91            2
    28        29,    SUCCESS        2            2            86.21        40.61            126.82            2
    15        16,    SUCCESS        2            1            88.36        40.61            128.98            2
    24        25,    SUCCESS        2            1            87.98        44.23            132.22            2
    13        14,    SUCCESS        2            2            89.53        44.23            133.76            2
    27        28,    SUCCESS        2            1            89.64        44.23            133.87            2
    12        13,    SUCCESS        2            1            89.75        44.23            133.98            2
    21        22,    SUCCESS        2            1            88.04        46.06            134.09            2
    19        20,    SUCCESS        2            2            88.15        46.06            134.2            2
    9        10,    SUCCESS        2            1            90.08        44.23            134.31            2
    10        11,    SUCCESS        2            2            90.08        44.23            134.31            2
    33        34,    SUCCESS        2            1            88.55        46.06            134.61            2
    25        26,    SUCCESS        2            2            88.76        46.06            134.82            2
    30        31,    SUCCESS        2            1            86.29        48.66            134.95            2
    22        23,    SUCCESS        2            2            89        46.06            135.06            2
    31        32,    SUCCESS        2            2            86.78        48.66            135.43            2
    35        36,    SUCCESS        2            0            97.37        39.72            137.09            2
    32        33,    SUCCESS        2            0            98.61        39.72            138.34            2
    26        27,    SUCCESS        2            0            98.68        40.5            139.18            2
    14        15,    SUCCESS        2            0            100.85        40.61            141.47            2
    17        18,    SUCCESS        2            0            100.95        40.61            141.57            2
    8        9,    SUCCESS        2            0            100.61        44.23            144.84            2
    23        24,    SUCCESS        2            0            99.64        46.06            145.7            2
    29        30,    SUCCESS        2            0            99.82        46.06            145.88            2
    20        21,    SUCCESS        2            0            99.93        46.06            145.99            2
    11        12,    SUCCESS        2            0            100.04        46.06            146.1            2
    36        37,    SUCCESS        2            1            2.24        146.1            148.34            3
    37        38,    SUCCESS        2            2            4.2        148.34            152.54            4
    40        41,    SUCCESS        2            2            20.94        152.54            173.48            5
    43        44,    SUCCESS        2            2            20.98        152.54            173.52            5
    45        46,    SUCCESS        2            1            31.26        152.54            183.79            5
    41        42,    SUCCESS        2            0            31.59        152.54            184.12            5
    44        45,    SUCCESS        2            0            31.63        152.54            184.16            5
    39        40,    SUCCESS        2            1            31.74        152.54            184.28            5
    42        43,    SUCCESS        2            1            31.85        152.54            184.39            5
    38        39,    SUCCESS        2            0            32.07        152.54            184.6            5
    46        47,    SUCCESS        2            2            3.25        184.6            187.85            6
    47        48,    SUCCESS        2            0            4.75        187.85            192.6            7
    48        49,    SUCCESS        2            1            5.02        192.6            197.62            8
    49        50,    SUCCESS        2            2            1.22        197.62            198.84            9

End Execution Time: 198.84
