Initialising...
Starting CloudSim version 3.0
Datacenter_0 is starting...
Starting WorkflowSim 1.1.0
planner_0 is starting...
planner_0_Merger_ is starting...
planner_0_Merger__Engine_0 is starting...
planner_0_Merger__Engine_0_Scheduler_0 is starting...
Entities started.
0.0: planner_0_Merger__Engine_0_Scheduler_0: Cloud Resource List received with 1 resource(s)
0.0: planner_0_Merger__Engine_0_Scheduler_0: Trying to Create VM #0 in Datacenter_0
0.0: planner_0_Merger__Engine_0_Scheduler_0: Trying to Create VM #1 in Datacenter_0
0.0: planner_0_Merger__Engine_0_Scheduler_0: Trying to Create VM #2 in Datacenter_0
0.1: planner_0_Merger__Engine_0_Scheduler_0: VM #0 has been created in Datacenter #2, Host #0
0.1: planner_0_Merger__Engine_0_Scheduler_0: VM #1 has been created in Datacenter #2, Host #1
0.1: planner_0_Merger__Engine_0_Scheduler_0: VM #2 has been created in Datacenter #2, Host #2
146183.78099999996: planner_0_Merger__Engine_0_Scheduler_0: Destroying VM #0
146183.78099999996: planner_0_Merger__Engine_0_Scheduler_0: Destroying VM #1
146183.78099999996: planner_0_Merger__Engine_0_Scheduler_0: Destroying VM #2
planner_0_Merger__Engine_0_Scheduler_0 is shutting down...
Simulation: No more future events
CloudInformationService: Notify all CloudSim entities for shutting down.
Datacenter_0 is shutting down...
planner_0 is shutting down...
planner_0_Merger_ is shutting down...
planner_0_Merger__Engine_0 is shutting down...
planner_0_Merger__Engine_0_Scheduler_0 is shutting down...
Simulation completed.
Simulation completed.

========== OUTPUT ==========
Job ID    Task ID    STATUS    Data center ID    VM ID        Time    Start Time    Finish Time    Depth
    100        Stage-in    SUCCESS        2            0            0.11        0.1            0.21            0
    0        1,    SUCCESS        2            0            34.98        0.21            35.19            1
    1        2,    SUCCESS        2            0            1.1        35.19            36.29            2
    3        4,    SUCCESS        2            2            1.41        35.19            36.6            2
    2        3,    SUCCESS        2            1            1.52        35.19            36.71            2
    4        5,    SUCCESS        2            0            0.94        36.29            37.23            2
    5        6,    SUCCESS        2            2            0.84        36.6            37.44            2
    7        8,    SUCCESS        2            0            0.51        37.23            37.74            2
    6        7,    SUCCESS        2            1            1.07        36.71            37.78            2
    10        11,    SUCCESS        2            1            0.85        37.78            38.63            2
    8        9,    SUCCESS        2            2            1.38        37.44            38.82            2
    9        10,    SUCCESS        2            0            1.9        37.74            39.64            2
    11        12,    SUCCESS        2            1            1.07        38.63            39.7            2
    13        14,    SUCCESS        2            0            0.53        39.64            40.17            2
    12        13,    SUCCESS        2            2            1.46        38.82            40.27            2
    14        15,    SUCCESS        2            1            1.01        39.7            40.7            2
    17        18,    SUCCESS        2            1            0.45        40.7            41.16            2
    16        17,    SUCCESS        2            2            1.03        40.27            41.3            2
    19        20,    SUCCESS        2            2            0.41        41.3            41.72            2
    18        19,    SUCCESS        2            1            1.24        41.16            42.4            2
    15        16,    SUCCESS        2            0            2.36        40.17            42.53            2
    20        21,    SUCCESS        2            2            1.09        41.72            42.81            2
    22        23,    SUCCESS        2            0            0.5        42.53            43.03            2
    24        25,    SUCCESS        2            0            0.57        43.03            43.6            2
    23        24,    SUCCESS        2            2            0.96        42.81            43.77            2
    27        28,    SUCCESS        2            2            0.4        43.77            44.17            3
    25        26,    SUCCESS        2            0            0.68        43.6            44.28            3
    26        27,    SUCCESS        2            2            0.26        44.17            44.43            3
    28        29,    SUCCESS        2            0            0.42        44.28            44.7            3
    29        30,    SUCCESS        2            2            0.38        44.43            44.81            3
