Initialising...
Starting CloudSim version 3.0
Datacenter_0 is starting...
Starting WorkflowSim 1.1.0
planner_0 is starting...
planner_0_Merger_ is starting...
planner_0_Merger__Engine_0 is starting...
planner_0_Merger__Engine_0_Scheduler_0 is starting...
Entities started.
0.0: planner_0_Merger__Engine_0_Scheduler_0: Cloud Resource List received with 1 resource(s)
0.0: planner_0_Merger__Engine_0_Scheduler_0: Trying to Create VM #0 in Datacenter_0
0.0: planner_0_Merger__Engine_0_Scheduler_0: Trying to Create VM #1 in Datacenter_0
0.0: planner_0_Merger__Engine_0_Scheduler_0: Trying to Create VM #2 in Datacenter_0
0.1: planner_0_Merger__Engine_0_Scheduler_0: VM #0 has been created in Datacenter #2, Host #0
0.1: planner_0_Merger__Engine_0_Scheduler_0: VM #1 has been created in Datacenter #2, Host #1
0.1: planner_0_Merger__Engine_0_Scheduler_0: VM #2 has been created in Datacenter #2, Host #2
7301.905999999998: planner_0_Merger__Engine_0_Scheduler_0: Destroying VM #0
7301.905999999998: planner_0_Merger__Engine_0_Scheduler_0: Destroying VM #1
7301.905999999998: planner_0_Merger__Engine_0_Scheduler_0: Destroying VM #2
planner_0_Merger__Engine_0_Scheduler_0 is shutting down...
Simulation: No more future events
CloudInformationService: Notify all CloudSim entities for shutting down.
Datacenter_0 is shutting down...
planner_0 is shutting down...
planner_0_Merger_ is shutting down...
planner_0_Merger__Engine_0 is shutting down...
planner_0_Merger__Engine_0_Scheduler_0 is shutting down...
Simulation completed.
Simulation completed.

========== OUTPUT ==========
Job ID    Task ID    STATUS    Data center ID    VM ID        Time    Start Time    Finish Time    Depth
    100        Stage-in    SUCCESS        2            0            0.11        0.1            0.21            0
    0        1,    SUCCESS        2            0            17.76        0.21            17.97            1
    2        3,    SUCCESS        2            2            18.33        0.21            18.54            1
    1        2,    SUCCESS        2            1            18.45        0.21            18.66            1
    3        4,    SUCCESS        2            0            18.39        17.97            36.36            1
    5        6,    SUCCESS        2            1            18.02        18.66            36.68            1
    4        5,    SUCCESS        2            2            18.76        18.54            37.3            1
    6        7,    SUCCESS        2            0            18.09        36.36            54.45            1
    8        9,    SUCCESS        2            2            18.21        37.3            55.51            1
    7        8,    SUCCESS        2            1            18.99        36.68            55.67            1
    9        10,    SUCCESS        2            0            18.27        54.45            72.72            1
    11        12,    SUCCESS        2            1            17.37        55.67            73.04            1
    10        11,    SUCCESS        2            2            18.87        55.51            74.38            1
    12        13,    SUCCESS        2            0            17.94        72.72            90.66            1
    13        14,    SUCCESS        2            1            18.03        73.04            91.07            1
    14        15,    SUCCESS        2            2            19.12        74.38            93.5            1
    15        16,    SUCCESS        2            0            18.71        90.66            109.37            1
    16        17,    SUCCESS        2            1            18.76        91.07            109.83            1
    17        18,    SUCCESS        2            2            18.13        93.5            111.63            1
    18        19,    SUCCESS        2            0            17.88        109.37            127.25            1
    19        20,    SUCCESS        2            1            18.38        109.83            128.21            1
    20        21,    SUCCESS        2            2            18.38        111.63            130.01            1
    21        22,    SUCCESS        2            0            19.2        127.25            146.45            1
    22        23,    SUCCESS        2            1            18.49        128.21            146.7            1
    24        25,    SUCCESS        2            1            322.5        146.7            469.2            2
    23        24,    SUCCESS        2            2            472.1        130.01            602.11            2
