Initialising...
Starting CloudSim version 3.0
Datacenter_0 is starting...
Starting WorkflowSim 1.1.0
planner_0 is starting...
planner_0_Merger_ is starting...
planner_0_Merger__Engine_0 is starting...
planner_0_Merger__Engine_0_Scheduler_0 is starting...
Entities started.
0.0: planner_0_Merger__Engine_0_Scheduler_0: Cloud Resource List received with 1 resource(s)
0.0: planner_0_Merger__Engine_0_Scheduler_0: Trying to Create VM #0 in Datacenter_0
0.0: planner_0_Merger__Engine_0_Scheduler_0: Trying to Create VM #1 in Datacenter_0
0.0: planner_0_Merger__Engine_0_Scheduler_0: Trying to Create VM #2 in Datacenter_0
0.1: planner_0_Merger__Engine_0_Scheduler_0: VM #0 has been created in Datacenter #2, Host #0
0.1: planner_0_Merger__Engine_0_Scheduler_0: VM #1 has been created in Datacenter #2, Host #1
0.1: planner_0_Merger__Engine_0_Scheduler_0: VM #2 has been created in Datacenter #2, Host #2
1181.6059999999993: planner_0_Merger__Engine_0_Scheduler_0: Destroying VM #0
1181.6059999999993: planner_0_Merger__Engine_0_Scheduler_0: Destroying VM #1
1181.6059999999993: planner_0_Merger__Engine_0_Scheduler_0: Destroying VM #2
planner_0_Merger__Engine_0_Scheduler_0 is shutting down...
Simulation: No more future events
CloudInformationService: Notify all CloudSim entities for shutting down.
Datacenter_0 is shutting down...
planner_0 is shutting down...
planner_0_Merger_ is shutting down...
planner_0_Merger__Engine_0 is shutting down...
planner_0_Merger__Engine_0_Scheduler_0 is shutting down...
Simulation completed.
Simulation completed.

========== OUTPUT ==========
Job ID    Task ID    STATUS    Data center ID    VM ID        Time    Start Time    Finish Time    Depth
    100        Stage-in    SUCCESS        2            0            0.11        0.1            0.21            0
    22        23,    SUCCESS        2            2            148.03        0.21            148.24            1
    11        12,    SUCCESS        2            1            161.49        0.21            161.7            1
    2        3,    SUCCESS        2            0            193.81        0.21            194.02            1
    33        34,    SUCCESS        2            2            123.12        148.24            271.36            1
    44        45,    SUCCESS        2            1            237.85        161.7            399.55            1
    57        58,    SUCCESS        2            0            212.13        194.02            406.15            1
    23        24,    SUCCESS        2            0            45.02        406.15            451.17            2
    25        26,    SUCCESS        2            0            42.2        451.17            493.37            2
    70        71,    SUCCESS        2            2            243.03        271.36            514.39            1
    27        28,    SUCCESS        2            0            34.04        493.37            527.42            2
    29        30,    SUCCESS        2            2            55.21        514.39            569.6            2
    31        32,    SUCCESS        2            0            42.25        527.42            569.67            2
    14        15,    SUCCESS        2            0            25.67        569.67            595.34            2
    12        13,    SUCCESS        2            2            26.01        569.6            595.62            2
    85        86,    SUCCESS        2            1            209.52        399.55            609.08            1
    16        17,    SUCCESS        2            0            28.8        595.34            624.14            2
    18        19,    SUCCESS        2            2            37.34        595.62            632.96            2
    20        21,    SUCCESS        2            1            40.33        609.08            649.41            2
    3        4,    SUCCESS        2            0            54.89        624.14            679.04            2
    5        6,    SUCCESS        2            2            55.27        632.96            688.23            2
    7        8,    SUCCESS        2            1            49.45        649.41            698.85            2
    34        35,    SUCCESS        2            2            39.64        688.23            727.88            2
    9        10,    SUCCESS        2            0            51.92        679.04            730.96            2
    36        37,    SUCCESS        2            1            39.38        698.85            738.23            2
    40        41,    SUCCESS        2            0            22.8        730.96            753.75            2
