Initialising...
Starting CloudSim version 3.0
Datacenter_0 is starting...
Starting WorkflowSim 1.1.0
planner_0 is starting...
planner_0_Merger_ is starting...
planner_0_Merger__Engine_0 is starting...
planner_0_Merger__Engine_0_Scheduler_0 is starting...
Entities started.
0.0: planner_0_Merger__Engine_0_Scheduler_0: Cloud Resource List received with 1 resource(s)
0.0: planner_0_Merger__Engine_0_Scheduler_0: Trying to Create VM #0 in Datacenter_0
0.0: planner_0_Merger__Engine_0_Scheduler_0: Trying to Create VM #1 in Datacenter_0
0.0: planner_0_Merger__Engine_0_Scheduler_0: Trying to Create VM #2 in Datacenter_0
0.1: planner_0_Merger__Engine_0_Scheduler_0: VM #0 has been created in Datacenter #2, Host #0
0.1: planner_0_Merger__Engine_0_Scheduler_0: VM #1 has been created in Datacenter #2, Host #1
0.1: planner_0_Merger__Engine_0_Scheduler_0: VM #2 has been created in Datacenter #2, Host #2
57897.11599999978: planner_0_Merger__Engine_0_Scheduler_0: Destroying VM #0
57897.11599999978: planner_0_Merger__Engine_0_Scheduler_0: Destroying VM #1
57897.11599999978: planner_0_Merger__Engine_0_Scheduler_0: Destroying VM #2
planner_0_Merger__Engine_0_Scheduler_0 is shutting down...
Simulation: No more future events
CloudInformationService: Notify all CloudSim entities for shutting down.
Datacenter_0 is shutting down...
planner_0 is shutting down...
planner_0_Merger_ is shutting down...
planner_0_Merger__Engine_0 is shutting down...
planner_0_Merger__Engine_0_Scheduler_0 is shutting down...
Simulation completed.
Simulation completed.

========== OUTPUT ==========
Job ID    Task ID    STATUS    Data center ID    VM ID        Time    Start Time    Finish Time    Depth
    968        Stage-in    SUCCESS        2            0            0.11        0.1            0.21            0
    2        3,    SUCCESS        2            1            1.37        0.21            1.58            1
    1        2,    SUCCESS        2            0            1.46        0.21            1.67            1
    3        4,    SUCCESS        2            2            1.58        0.21            1.79            1
    4        5,    SUCCESS        2            1            1.17        1.58            2.75            1
    5        6,    SUCCESS        2            0            1.53        1.67            3.2            1
    6        7,    SUCCESS        2            2            1.54        1.79            3.33            1
    7        8,    SUCCESS        2            1            0.74        2.75            3.48            1
    10        11,    SUCCESS        2            1            1.11        3.48            4.59            1
    8        9,    SUCCESS        2            0            1.56        3.2            4.76            1
    9        10,    SUCCESS        2            2            1.57        3.33            4.9            1
    11        12,    SUCCESS        2            1            1.25        4.59            5.85            1
    12        13,    SUCCESS        2            0            1.4        4.76            6.16            1
    13        14,    SUCCESS        2            2            1.34        4.9            6.24            1
    15        16,    SUCCESS        2            0            0.91        6.16            7.08            1
    14        15,    SUCCESS        2            1            1.27        5.85            7.12            1
    16        17,    SUCCESS        2            2            1.47        6.24            7.7            1
    17        18,    SUCCESS        2            0            1.71        7.08            8.79            1
    19        20,    SUCCESS        2            2            35.24        7.7            42.95            1
    20        21,    SUCCESS        2            0            39.47        8.79            48.26            1
    30        31,    SUCCESS        2            0            1.34        48.26            49.59            1
    31        32,    SUCCESS        2            0            0.91        49.59            50.5            1
    32        33,    SUCCESS        2            0            1.34        50.5            51.85            1
    33        34,    SUCCESS        2            0            1.38        51.85            53.23            1
    34        35,    SUCCESS        2            0            1.08        53.23            54.31            1
    35        36,    SUCCESS        2            0            1.31        54.31            55.63            1
    36        37,    SUCCESS        2            0            1.33        55.63            56.96            1
    37        38,    SUCCESS        2            0            1.46        56.96            58.42            1
    38        39,    SUCCESS        2            0            1.74        58.42            60.16            1
    39        40,    SUCCESS        2            0            0.75        60.16            60.91            1
    40        41,    SUCCESS        2            0            1.62        60.91            62.53            1
    41        42,    SUCCESS        2            0            1.31        62.53            63.83            1
    42        43,    SUCCESS        2            0            1.55        63.83            65.38            1
    43        44,    SUCCESS        2            0            1.4        65.38            66.78            1
    44        45,    SUCCESS        2            0            1.57        66.78            68.35            1
    45        46,    SUCCESS        2            0            1.89        68.35            70.24            1
    46        47,    SUCCESS        2            0            1.25        70.24            71.5            1
    18        19,    SUCCESS        2            1            1525.32        7.12            1532.44            1
    48        49,    SUCCESS        2            1            27.45        1532.44            1559.89            1
    49        50,    SUCCESS        2            1            50.25        1559.89            1610.13            1
    47        48,    SUCCESS        2            0            1833.95        71.5            1905.44            1
    59        60,    SUCCESS        2            0            1.45        1905.44            1906.9            1
    60        61,    SUCCESS        2            0            1.11        1906.9            1908.01            1
    61        62,    SUCCESS        2            0            1.24        1908.01            1909.26            1
    62        63,    SUCCESS        2            0            1.18        1909.26            1910.44            1
    63        64,    SUCCESS        2            0            1.49        1910.44            1911.93            1
    64        65,    SUCCESS        2            0            1.59        1911.93            1913.52            1
    65        66,    SUCCESS        2            0            0.96        1913.52            1914.48            1
    66        67,    SUCCESS        2            0            1        1914.48            1915.48            1
    67        68,    SUCCESS        2            0            1.66        1915.48            1917.14            1
    68        69,    SUCCESS        2            0            1.74        1917.14            1918.87            1
    69        70,    SUCCESS        2            0            1.17        1918.87            1920.04            1
    70        71,    SUCCESS        2            0            1.42        1920.04            1921.47            1
    71        72,    SUCCESS        2            0            1.07        1921.47            1922.54            1
    72        73,    SUCCESS        2            0            1.14        1922.54            1923.68            1
    73        74,    SUCCESS        2            0            1        1923.68            1924.68            1
