Initialising...
Starting CloudSim version 3.0
Datacenter_0 is starting...
Starting WorkflowSim 1.1.0
planner_0 is starting...
planner_0_Merger_ is starting...
planner_0_Merger__Engine_0 is starting...
planner_0_Merger__Engine_0_Scheduler_0 is starting...
Entities started.
0.0: planner_0_Merger__Engine_0_Scheduler_0: Cloud Resource List received with 1 resource(s)
0.0: planner_0_Merger__Engine_0_Scheduler_0: Trying to Create VM #0 in Datacenter_0
0.0: planner_0_Merger__Engine_0_Scheduler_0: Trying to Create VM #1 in Datacenter_0
0.0: planner_0_Merger__Engine_0_Scheduler_0: Trying to Create VM #2 in Datacenter_0
0.1: planner_0_Merger__Engine_0_Scheduler_0: VM #0 has been created in Datacenter #2, Host #0
0.1: planner_0_Merger__Engine_0_Scheduler_0: VM #1 has been created in Datacenter #2, Host #1
0.1: planner_0_Merger__Engine_0_Scheduler_0: VM #2 has been created in Datacenter #2, Host #2
361.096: planner_0_Merger__Engine_0_Scheduler_0: Destroying VM #0
361.096: planner_0_Merger__Engine_0_Scheduler_0: Destroying VM #1
361.096: planner_0_Merger__Engine_0_Scheduler_0: Destroying VM #2
planner_0_Merger__Engine_0_Scheduler_0 is shutting down...
Simulation: No more future events
CloudInformationService: Notify all CloudSim entities for shutting down.
Datacenter_0 is shutting down...
planner_0 is shutting down...
planner_0_Merger_ is shutting down...
planner_0_Merger__Engine_0 is shutting down...
planner_0_Merger__Engine_0_Scheduler_0 is shutting down...
Simulation completed.
Simulation completed.

========== OUTPUT ==========
Job ID    Task ID    STATUS    Data center ID    VM ID        Time    Start Time    Finish Time    Depth
    30        Stage-in    SUCCESS        2            1            0.11        0.1            0.21            0
    13        14,    SUCCESS        2            2            96.91        0.21            97.12            1
    18        19,    SUCCESS        2            1            57.34        97.12            154.46            2
    19        20,    SUCCESS        2            2            5.44        154.46            159.9            3
    28        29,    SUCCESS        2            2            80.74        97.12            177.86            2
    24        25,    SUCCESS        2            1            83.54        97.12            180.66            2
    29        30,    SUCCESS        2            0            4.25        177.86            182.1            3
    25        26,    SUCCESS        2            2            2.34        180.66            183            3
    22        23,    SUCCESS        2            2            90.7        97.12            187.82            2
    23        24,    SUCCESS        2            0            7.15        187.82            194.96            3
    26        27,    SUCCESS        2            0            98.24        97.12            195.36            2
    27        28,    SUCCESS        2            1            1.1        195.36            196.46            3
    20        21,    SUCCESS        2            0            99.95        97.12            197.07            2
    21        22,    SUCCESS        2            1            1.36        197.07            198.43            3
    16        17,    SUCCESS        2            2            105.25        97.12            202.37            2
    17        18,    SUCCESS        2            0            4.59        202.37            206.96            3
    14        15,    SUCCESS        2            0            147.24        97.12            244.36            2
    15        16,    SUCCESS        2            1            1.53        244.36            245.89            3
    2        3,    SUCCESS        2            0            257.9        0.21            258.11            1
    7        8,    SUCCESS        2            2            36.27        258.11            294.38            2
    8        9,    SUCCESS        2            0            2.19        294.38            296.57            3
    9        10,    SUCCESS        2            1            64.58        258.11            322.69            2
    10        11,    SUCCESS        2            2            0.74        322.69            323.43            3
    3        4,    SUCCESS        2            1            71.35        258.11            329.46            2
    4        5,    SUCCESS        2            2            0.63        329.46            330.09            3
    5        6,    SUCCESS        2            0            77.71        258.11            335.82            2
    6        7,    SUCCESS        2            1            0.8        335.82            336.62            3
    11        12,    SUCCESS        2            0            101.47        258.11            359.58            2
    1        2,    SUCCESS        2            2            0.19        359.58            359.77            3
    12        13,    SUCCESS        2            1            1.42        359.58            361            3
    0        1,    SUCCESS        2            1            0.1        361            361.1            4

End Execution Time: 361.1
