Initialising...
Starting CloudSim version 3.0
Datacenter_0 is starting...
Starting WorkflowSim 1.1.0
planner_0 is starting...
planner_0_Merger_ is starting...
planner_0_Merger__Engine_0 is starting...
planner_0_Merger__Engine_0_Scheduler_0 is starting...
Entities started.
0.0: planner_0_Merger__Engine_0_Scheduler_0: Cloud Resource List received with 1 resource(s)
0.0: planner_0_Merger__Engine_0_Scheduler_0: Trying to Create VM #0 in Datacenter_0
0.0: planner_0_Merger__Engine_0_Scheduler_0: Trying to Create VM #1 in Datacenter_0
0.0: planner_0_Merger__Engine_0_Scheduler_0: Trying to Create VM #2 in Datacenter_0
0.1: planner_0_Merger__Engine_0_Scheduler_0: VM #0 has been created in Datacenter #2, Host #0
0.1: planner_0_Merger__Engine_0_Scheduler_0: VM #1 has been created in Datacenter #2, Host #1
0.1: planner_0_Merger__Engine_0_Scheduler_0: VM #2 has been created in Datacenter #2, Host #2
76308.15299999999: planner_0_Merger__Engine_0_Scheduler_0: Destroying VM #0
76308.15299999999: planner_0_Merger__Engine_0_Scheduler_0: Destroying VM #1
76308.15299999999: planner_0_Merger__Engine_0_Scheduler_0: Destroying VM #2
planner_0_Merger__Engine_0_Scheduler_0 is shutting down...
Simulation: No more future events
CloudInformationService: Notify all CloudSim entities for shutting down.
Datacenter_0 is shutting down...
planner_0 is shutting down...
planner_0_Merger_ is shutting down...
planner_0_Merger__Engine_0 is shutting down...
planner_0_Merger__Engine_0_Scheduler_0 is shutting down...
Simulation completed.
Simulation completed.

========== OUTPUT ==========
Job ID    Task ID    STATUS    Data center ID    VM ID        Time    Start Time    Finish Time    Depth
    1000        Stage-in    SUCCESS        2            2            0.11        0.1            0.21            0
    187        188,    SUCCESS        2            2            1288.13        0.21            1288.34            1
    101        102,    SUCCESS        2            0            1295.84        0.21            1296.05            1
    206        207,    SUCCESS        2            0            1300.4        0.21            1300.61            1
    135        136,    SUCCESS        2            1            1305.26        0.21            1305.47            1
    199        200,    SUCCESS        2            2            1312.98        0.21            1313.19            1
    77        78,    SUCCESS        2            0            1316.19        0.21            1316.4            1
    86        87,    SUCCESS        2            0            1319.19        0.21            1319.4            1
    36        37,    SUCCESS        2            1            1320.16        0.21            1320.37            1
    196        197,    SUCCESS        2            2            1320.53        0.21            1320.74            1
    78        79,    SUCCESS        2            1            1321.73        0.21            1321.94            1
    44        45,    SUCCESS        2            0            1322.92        0.21            1323.13            1
    221        222,    SUCCESS        2            0            1322.92        0.21            1323.13            1
    116        117,    SUCCESS        2            0            1323.65        0.21            1323.86            1
    8        9,    SUCCESS        2            0            1325.09        0.21            1325.3            1
    87        88,    SUCCESS        2            1            1327.4        0.21            1327.61            1
    37        38,    SUCCESS        2            2            1328.08        0.21            1328.29            1
    131        132,    SUCCESS        2            0            1329.36        0.21            1329.57            1
    190        191,    SUCCESS        2            2            1332.7        0.21            1332.91            1
    217        218,    SUCCESS        2            2            1332.7        0.21            1332.91            1
    172        173,    SUCCESS        2            2            1335.63        0.21            1335.84            1
    143        144,    SUCCESS        2            0            1337.33        0.21            1337.54            1
    88        89,    SUCCESS        2            2            1337.79        0.21            1338            1
    154        155,    SUCCESS        2            2            1337.79        0.21            1338            1
    103        104,    SUCCESS        2            2            1339.92        0.21            1340.13            1
    41        42,    SUCCESS        2            0            1341.08        0.21            1341.29            1
    227        228,    SUCCESS        2            0            1341.08        0.21            1341.29            1
    223        224,    SUCCESS        2            2            1341.32        0.21            1341.53            1
    197        198,    SUCCESS        2            0            1342.58        0.21            1342.79            1
    159        160,    SUCCESS        2            1            1343.9        0.21            1344.11            1
    82        83,    SUCCESS        2            2            1344.11        0.21            1344.32            1
    133        134,    SUCCESS        2            2            1344.11        0.21            1344.32            1
    85        86,    SUCCESS        2            2            1344.76        0.21            1344.97            1
    157        158,    SUCCESS        2            2            1344.76        0.21            1344.97            1
    100        101,    SUCCESS        2            2            1345.42        0.21            1345.63            1
    136        137,    SUCCESS        2            2            1345.42        0.21            1345.63            1
    124        125,    SUCCESS        2            2            1347.98        0.21            1348.19            1
    121        122,    SUCCESS        2            2            1348.61        0.21            1348.82            1
    64        65,    SUCCESS        2            2            1350.47        0.21            1350.68            1
    55        56,    SUCCESS        2            2            1351.08        0.21            1351.29            1
    184        185,    SUCCESS        2            2            1351.68        0.21            1351.89            1
    176        177,    SUCCESS        2            0            1352.13        0.21            1352.34            1
    57        58,    SUCCESS        2            1            1353.27        0.21            1353.48            1
    26        27,    SUCCESS        2            0            1353.8        0.21            1354.01            1
    205        206,    SUCCESS        2            2            1354.06        0.21            1354.27            1
    185        186,    SUCCESS        2            0            1356.37        0.21            1356.58            1
    10        11,    SUCCESS        2            2            1357        0.21            1357.21            1
    113        114,    SUCCESS        2            0            1357.17        0.21            1357.38            1
    43        44,    SUCCESS        2            2            1357.59        0.21            1357.8            1
    32        33,    SUCCESS        2            0            1358.01        0.21            1358.22            1
    139        140,    SUCCESS        2            2            1358.17        0.21            1358.38            1
    153        154,    SUCCESS        2            1            1358.52        0.21            1358.73            1
    22        23,    SUCCESS        2            2            1359.31        0.21            1359.52            1
    167        168,    SUCCESS        2            0            1359.67        0.21            1359.88            1
    4        5,    SUCCESS        2            2            1360.46        0.21            1360.67            1
    191        192,    SUCCESS        2            0            1360.57        0.21            1360.78            1
    74        75,    SUCCESS        2            0            1361.41        0.21            1361.62            1
    226        227,    SUCCESS        2            2            1361.52        0.21            1361.73            1
    11        12,    SUCCESS        2            0            1362.29        0.21            1362.5            1
    50        51,    SUCCESS        2            0            1362.29        0.21            1362.5            1
    115        116,    SUCCESS        2            2            1362.61        0.21            1362.82            1
    122        123,    SUCCESS        2            0            1363.02        0.21            1363.23            1
    49        50,    SUCCESS        2            2            1363.66        0.21            1363.87            1
    67        68,    SUCCESS        2            2            1363.66        0.21            1363.87            1
    169        170,    SUCCESS        2            2            1364.17        0.21            1364.38            1
    5        6,    SUCCESS        2            0            1365.6        0.21            1365.81            1
    106        107,    SUCCESS        2            2            1366.2        0.21            1366.41            1
    14        15,    SUCCESS        2            0            1366.45        0.21            1366.66            1
    70        71,    SUCCESS        2            2            1367.18        0.21            1367.39            1
    76        77,    SUCCESS        2            2            1368.1        0.21            1368.31            1
    94        95,    SUCCESS        2            2            1368.1        0.21            1368.31            1
    112        113,    SUCCESS        2            2            1368.1        0.21            1368.31            1
    148        149,    SUCCESS        2            2            1368.1        0.21            1368.31            1
    142        143,    SUCCESS        2            2            1368.54        0.21            1368.75            1
    61        62,    SUCCESS        2            2            1368.97        0.21            1369.18            1
    97        98,    SUCCESS        2            2            1368.97        0.21            1369.18            1
    175        176,    SUCCESS        2            2            1368.97        0.21            1369.18            1
    151        152,    SUCCESS        2            2            1369.37        0.21            1369.58            1
    46        47,    SUCCESS        2            2            1370.15        0.21            1370.36            1
    220        221,    SUCCESS        2            2            1370.15        0.21            1370.36            1
    193        194,    SUCCESS        2            2            1370.52        0.21            1370.73            1
    174        175,    SUCCESS        2            1            1371.58        0.21            1371.79            1
    120        121,    SUCCESS        2            1            1372.53        0.21            1372.74            1
    163        164,    SUCCESS        2            2            1372.75        0.21            1372.96            1
    161        162,    SUCCESS        2            0            1372.82        0.21            1373.03            1
    208        209,    SUCCESS        2            2            1373.12        0.21            1373.33            1
    209        210,    SUCCESS        2            0            1373.8        0.21            1374.01            1
    1        2,    SUCCESS        2            2            1373.9        0.21            1374.12            1
    118        119,    SUCCESS        2            2            1374.18        0.21            1374.39            1
    51        52,    SUCCESS        2            1            1374.38        0.21            1374.59            1
    2        3,    SUCCESS        2            0            1374.77        0.21            1374.98            1
    59        60,    SUCCESS        2            0            1374.77        0.21            1374.98            1
    19        20,    SUCCESS        2            2            1374.88        0.21            1375.09            1
    91        92,    SUCCESS        2            2            1374.88        0.21            1375.09            1
    109        110,    SUCCESS        2            2            1375.54        0.21            1375.75            1
    179        180,    SUCCESS        2            0            1375.84        0.21            1376.05            1
    25        26,    SUCCESS        2            2            1375.84        0.21            1376.05            1
    95        96,    SUCCESS        2            0            1376.83        0.21            1377.04            1
    73        74,    SUCCESS        2            2            1377.08        0.21            1377.29            1
    129        130,    SUCCESS        2            1            1377.38        0.21            1377.59            1
    189        190,    SUCCESS        2            1            1377.38        0.21            1377.59            1
    7        8,    SUCCESS        2            2            1377.7        0.21            1377.91            1
    160        161,    SUCCESS        2            2            1378.01        0.21            1378.22            1
    181        182,    SUCCESS        2            2            1378.01        0.21            1378.22            1
    15        16,    SUCCESS        2            1            1378.31        0.21            1378.52            1
    34        35,    SUCCESS        2            2            1378.92        0.21            1379.13            1
    127        128,    SUCCESS        2            2            1378.92        0.21            1379.13            1
    40        41,    SUCCESS        2            2            1379.75        0.21            1379.96            1
    79        80,    SUCCESS        2            2            1380.83        0.21            1381.04            1
    203        204,    SUCCESS        2            0            1380.94        0.21            1381.15            1
